EVTOPTA95223;Отречься от престола;X;;;;;;;;;;;
EVTOPTB95223;Подавить восстание;X;;;;;;;;;;;
EVTNAME95224;Восстание спартакистов;X;;;;;;;;;;;
EVTDESC95224;"Коммунистический ""Союз cпартакистов"" под руководством Карла Либкнехта и Розы Люксембург, требовавшие дальнейшего развёртывания революции и провозглашения в Германии советской власти, подняли мятеж в январе 1919 года против социал-демократов. Возникла реальная опасность гражданской войны. Мятеж подавили отряды фрайкора под руководством Г. Носке, Либкнехт и Люксембург были убиты без суда.";X;;;;;;;;;;;
EVTOPTA95224;Жестоко подавите мятеж и уничтожьте зачинщиков!;X;;;;;;;;;;;
EVTOPTB95224;Мы ничего не сможем сделать;X;;;;;;;;;;;
EVTNAME95225;Веймарская конституция;X;;;;;;;;;;;
EVTDESC95225;Веймарская конституция или Веймарская имперская конституция - первая действовавшая в Германии демократическая конституция. Была принята 11 августа 1919 года в Веймаре. Веймарская конституция учредила в Германии республику, действующую на принципах парламентской демократии и федерализма. Многие положения Веймарской конституции были позаимствованы из Конституции Паульскирхе 1848 года. По месту принятия конституции Германская империя в свой демократический период с 1919 по 1933 год получила название Веймарской республики.;X;;;;;;;;;;;
EVTOPTA95225;Да, здравствует республика!;X;;;;;;;;;;;
EVTNAME95226;Программа «25 пунктов»;X;;;;;;;;;;;
EVTDESC95226;Будучи сформулированными Адольфом Гитлером, Готфридом Федером и Антоном Дрекслером (при участии Германа Эссера), они впервые оглашены 24 февраля 1920 года непосредственно Адольфом Гитлером в мюнхенской пивной «Хофбройхаус». Как он впоследствии отмечал в своей знаменитой работе «Mein Kampf»: «под радостные возгласы почти двух тысяч человек и каждый отдельный пункт был одобрен всеобщим ликованием»;X;;;;;;;;;;;
EVTOPTA95226;Все равно;X;;;;;;;;;;;
EVTNAME95227;Пивной путч;X;;;;;;;;;;;
EVTDESC95227;"8 ноября 1923 года около 9 часов вечера Гитлер и Эрих Людендорф во главе вооружённых штурмовиков явились в мюнхенскую пивную «Бюргербройкеллер», где проходил митинг с участием Кара, Лоссова и Сейсера. Войдя внутрь, Гитлер объявил о «свержении правительства предателей в Берлине». Однако, вскоре баварским лидерам удалось покинуть пивную, после чего Карр издал прокламацию о роспуске НСДАП и штурмовых отрядов. Со своей стороны, штурмовики под командованием Рёма заняли здание штаб-квартиры сухопутных сил в военном министерстве; там они, в свою очередь, были окружены солдатами рейхсвера. Утром 9 ноября Гитлер и Людендорф во главе 3-тысячной колонны штурмовиков двинулись к министерству обороны, однако, на улице Резиденцштрассе путь им преградил отряд полиции, открывший огонь. Унося убитых и раненых, нацисты и их сторонники покинули улицы. Позже был подписан декрет о запрещении НСДАП";X;;;;;;;;;;;
EVTOPTA95227;Открыть огонь по мятежникам!;X;;;;;;;;;;;
EVTOPTB95227;Нам нужно отступить;X;;;;;;;;;;;
EVTNAME95228;Моя борьба;X;;;;;;;;;;;
EVTDESC95228;Книга Адольфа Гитлера, сочетающая элементы автобиографии с изложением идей национал-социализма. Книга отражает идеи, реализацией которых стала Вторая мировая война. Заметен антисемитизм автора.[источник не указан 212 дней] Гитлер использовал основные тезисы популярной в то время идеологии «еврейской угрозы», говорящие о монопольном захвате мировой власти евреями. Гитлер диктовал текст книги Эмилю Морису во время своего заключения в тюрьме города Ландсберг и, позже, в июле 1924 года, Рудольфу Гессу.;X;;;;;;;;;;;
EVTOPTA95228;Кому интересна писанина этого негодяя?;X;;;;;;;;;;;
EVTNAME95229;Легализация НСДАП;X;;;;;;;;;;;
EVTDESC95229;В феврале 1925 деятельность НСДАП вновь была легализована, однако в руководстве партии произошел раскол по вопросам тактики - о степени национализма и социализма в нацистском движении. На конференции руководителей нацистских организаций Германии, состоявшейся в Бамберге 14 февраля 1926 (Бамбергская партийная конференция), разгорелась ожесточенная борьба между левым и правым крылом НСДАП. Хотя внутрипартийные противоречия так и не были устранены, однако общее собрание Мюнхенского округа НСДАП 22 мая 1926 единогласно избрало Гитлера своим руководителем.;X;;;;;;;;;;;
EVTOPTA95229;Плохо;X;;;;;;;;;;;
EVTNAME95230;Моя борьба;X;;;;;;;;;;;
EVTDESC95230;Книга Адольфа Гитлера, сочетающая элементы автобиографии с изложением идей национал-социализма. Книга отражает идеи, реализацией которых стала Вторая мировая война. Заметен антисемитизм автора.[источник не указан 212 дней] Гитлер использовал основные тезисы популярной в то время идеологии «еврейской угрозы», говорящие о монопольном захвате мировой власти евреями. Гитлер диктовал текст книги Эмилю Морису во время своего заключения в тюрьме города Ландсберг и, позже, в июле 1924 года, Рудольфу Гессу.;X;;;;;;;;;;;
EVTOPTA95230;Кому интересна писанина этого негодяя?;X;;;;;;;;;;;
EVTNAME95240;Красное двухлетие;X;;;;;;;;;;;
EVTDESC95240;Красное двухлетие - период подъема рабочего движения в Италии, сопровождавшегося массовым захватом фабрик и заводов рабочими и созданием рабочих советов. Причинами резкого подъема забастовочного движения явились ухудшение экономической ситуации в результате Первой мировой войны, а также влияние происходившей в России революции.;X;;;;;;;;;;;
EVTOPTA95240;С этим надо что-то делать!;X;;;;;;;;;;;
EVTNAME95241;Итальянский союз борьбы;X;;;;;;;;;;;
EVTDESC95241;Итальянская организация, созданная Муссолини в 1919 году. В 1921 организация была преобразована в Национальную фашистскую партию. Штаб-квартира находилась в Милане. Члены организации носили чёрные рубашки, жёлтые и красные полоски на запястье (цвета Рима). Символом организации являлась фасция — древнеримский символ власти. Основными целями Итальянского союза борьбы являлись борьба с коммунистами и забастовками.;X;;;;;;;;;;;
EVTOPTA95241;Отлично!;X;;;;;;;;;;;
EVTNAME95242;Марш на Рим;X;;;;;;;;;;;
EVTDESC95242;После нескольких митингов на севере Италии стало понятно, что немалая часть населения поддерживает фашистов, заявления Муссолини становились всё более открытыми, так, например, на 60-тысячном митинге в Неаполе 24 октября 1922 года Муссолини открыто заявил: «Программа нашей партии простая: мы хотим править Италией» и «Настало время фашистам заняться управлением Италией. Оно или будет передано нам добровольно, или мы пойдем маршем на Рим и сами захватим его в свои руки». Тем временем отряды под предводительством квадрумвиров постепенно занимали города и ключевые позиции в долине По. В некоторых городах отряды сквадристов встречают сопротивление армии, но в основном захват происходит бескровно.;X;;;;;;;;;;;
EVTOPTA95242;Утверждить Муссолини на пост премьер-министра.;X;;;;;;;;;;;
EVTOPTB95242;Ввести войска в Рим!;X;;;;;;;;;;;
red_doubleyear;Красное двухлетие;X;;;;;;;;;;;
red_doubleyear_desc;Период подъема рабочего движения в Италии, сопровождавшегося массовым захватом фабрик и заводов рабочими и созданием рабочих советов.;X;;;;;;;;;;;
lateran_pacts_title;Латеранские соглашения;X;;;;;;;;;;;
lateran_pacts_desc;Латеранские соглашения - три документа, составивших Соглашение между Италией и Святым престолом, были подписаны 11 февраля 1929 года в Латеранском дворце государственным секретарём Гаспарри и Муссолини. Италия признала суверенитет Папского престола над Ватиканом (Stata della citta del Vaticano) — восстановленным Церковным государством площадью в полтора квадратных километра.;X;;;;;;;;;;;
vatican;Ватикан;X;;;;;;;;;;;
EVTNAME95250;Венгерская революция;X;;;;;;;;;;;
EVTDESC95250;"Революция 1848 - 1849 в Венгрии, буржуазная революция, задачи которой состояли в ликвидации феодально-крепостнического строя и национального гнёта в стране, завоевании Венгрией национальной независимости. Явилась заключительным этапом общеевропейской Революции 1848—49. Её основными движущими силами были крестьяне, ремесленники, городская беднота, рабочие. Началась 15 марта 1848 народным восстанием в Пеште, вспыхнувшим под влиянием известий о победе революции в Вене. В ходе восстания, во главе которого стали Ш. Петёфи и П. Вашвари,на народных собраниях была принята программа буржуазно-демократических реформ (""Двенадцать пунктов""), власть перешла в руки созданного из представителей демократических сил Комитета общественного спасения. Вскоре были организованы отряды Национальной гвардии.";X;;;;;;;;;;;
EVTOPTA95250;Сделайте все чтобы подавить мятеж!;X;;;;;;;;;;;
EVTOPTA95250;Сделайте все чтобы подавить мятеж!;X;;;;;;;;;;;
EVTNAME95251;Революция в Ломбардии и Венеции;X;;;;;;;;;;;
EVTDESC95251;Ломбардия и Венецианская область, населённые преимущественно итальянцами, были переданы Австрийской империи по решению Венского конгресса в 1815 году. Герцогства Модена, Парма и Тоскана также фактически управлялись из Вены, так как этими государствами правили представители дома Габсбургов. Население находилось в подчинённом положении, не имело национальных автономий и подвергалось политике германизации и реакции. Революция началась с народного восстания в Палермо 12 января 1848 года. Власть быстро перешла в руки Временного правительства, практически выйдя из повиновения Бурбонам. 23 марта была провозглашена Республика Святого Марка, которую возглавил Даниэлэ Манин. Крайне важным моментом на этом этапе стало решение короля Пьемонта Карла Альберта возглавить освободительную борьбу. 25 марта 1848 года он объявил войну Австрии, пьемонтские войска двинулись в Ломбардию.;X;;;;;;;;;;;
EVTOPTA95251;Отправить войска!;X;;;;;;;;;;;
EVTOPTB95251;Нам сейчас не до них;X;;;;;;;;;;;
EVTNAME95252;Галицийская резня;X;;;;;;;;;;;
EVTDESC95252;Австрийские власти во время предшествующее Весне народов для подавления вспышки восстания за независимость в присоединенной в результате раздела 1772 года польской Галиции использовали недовольство местных жителей, и распространяли слухи о том, что шляхта планирует начать силовые действия против крестьянства, целью которых будет их массовое убийство. Тем самым был дан толчок к убийствам и грабежам дворянских поместий. Практически одновременно с краковским началось восстание крестьян в Галиции. Вооруженные отряды крестьян ограбили и уничтожили в течение нескольких дней февраля-марта 1846 более 500 поместий (в районе Тарнува было уничтожено, более чем 90 % усадеб). Убито, часто самым жестоким способом (отсюда и название этих событий «резня»), от 1200 до 3000 чел., почти исключительно представителей шляхты, знати, государственных чиновников, десятки священников.;X;;;;;;;;;;;
EVTOPTA95252;Пусть убивают;X;;;;;;;;;;;
RUT_proletarian_dictatorship;ЗУНР;X;;;;;;;;;;;
RUT_presidential_dictatorship;Западная Украина;X;;;;;;;;;;;
RUT_bourgeois_dictatorship;Западная Украина;X;;;;;;;;;;;
RUT_fascist_dictatorship;Западная Украина;X;;;;;;;;;;;
RUT_democracy;Западная Украина;X;;;;;;;;;;;
EVTNAME95253;Начало конца;X;;;;;;;;;;;
EVTDESC95253;Ещё с 1867 года Венгрия и Австрия существовали в Австро-Венгрии как два отдельных государства, скреплённых личной унией. С началом распада империи Габсбургов 17 октября 1918 года парламент Венгрии разорвал унию с Австрией и провозгласил независимость страны. В марте 1919 года власть в стране захватили представители коммунистической партии, вследствии чего была провозглашена Венгерская Советска Республика;X;;;;;;;;;;;
EVTOPTA95253;Катастрофа!;X;;;;;;;;;;;
EVTNAME95254;Образование Чехословакии;X;;;;;;;;;;;
EVTDESC95254;Решающие для провозглашения независимости чехов и словаков события произошли 28 октября 1918 г. В этот день правительство Австро-Венгрии объявило о своем намерении заключить перемирие с державами Антанты, тем самым признав свое поражение. Пражский Национальный комитет, взявший в свои руки гражданскую и военную администрацию, объявил о создании независимого государства. На него и были возложены функции временного правительства. Власть на местах было поручено осуществлять прежней администрации, сохранялось старое законодательство, в том числе и касавшееся отношений собственности. Комитет возглавила пятерка политиков, названная позже «мужи 28 октября» -- чехи А. Швегла, А. Рашин, Ф. Соукуп, И. Стршибр-ный и словак В. Шробар. 30 октября Словацкий национальный совет поддержал независимость «чешско-словацкого народа» на основании права словаков на национальное самоопределение. Октябрьские дни стали национально-демократической революцией, положившей начало чешско-словацкой государственности.;X;;;;;;;;;;;
EVTOPTA95254;Катастрофа!;X;;;;;;;;;;;
EVTNAME95255;Первая Австрийская Республика;X;;;;;;;;;;;
EVTDESC95255;По условиям Сен-Жерменского договора , новое австрийское государство имело небольшую территорию и немецкоязычное население. Районы с немецким населением в Чехии и Моравии отошли к Чехословакии, а Австрии было запрещено объединяться с только что созданной Германской (Веймарской) республикой. Значительные территории в южном Тироле, населенные немцами, отошли к Италии. Австрия получила от Венгрии восточную землю Бургенланд. Конституция Австрийской Республики, принятая в 1920, предусматривала введение поста президента с представительными функциями, двухпалатного законодательного органа, нижняя палата которого должна была избираться всем взрослым населением страны. Правительство во главе с канцлером несло ответственность перед парламентом. Новая Австрия фактически являлась федерацией, население города Вены и восьми земель избирали земельные собрания (ландтаги), пользовавшиеся широкими правами самоуправления.;X;;;;;;;;;;;
EVTOPTA95255;Да здравствует республика!;X;;;;;;;;;;;
EVTNAME95256;Образование Чехословакии;X;;;;;;;;;;;
EVTDESC95256;Решающие для провозглашения независимости чехов и словаков события произошли 28 октября 1918 г. В этот день правительство Австро-Венгрии объявило о своем намерении заключить перемирие с державами Антанты, тем самым признав свое поражение. Пражский Национальный комитет, взявший в свои руки гражданскую и военную администрацию, объявил о создании независимого государства. На него и были возложены функции временного правительства. Власть на местах было поручено осуществлять прежней администрации, сохранялось старое законодательство, в том числе и касавшееся отношений собственности. Комитет возглавила пятерка политиков, названная позже «мужи 28 октября» -- чехи А. Швегла, А. Рашин, Ф. Соукуп, И. Стршибр-ный и словак В. Шробар. 30 октября Словацкий национальный совет поддержал независимость «чешско-словацкого народа» на основании права словаков на национальное самоопределение. Октябрьские дни стали национально-демократической революцией, положившей начало чешско-словацкой государственности.;X;;;;;;;;;;;
EVTOPTA95256;Катастрофа!;X;;;;;;;;;;;
EVTNAME95257;Галицийский конфликт;X;;;;;;;;;;;
EVTDESC95257;7 октября 1918 года Регентский совет в Варшаве заявил о плане восстановления независимости Польши, и 9 октября польские депутаты австрийского парламента приняли решение об объединении в составе Польши бывших земель Речи Посполитой, включая Галицию. В ответ на это, уже на следующий день (10 октября) украинская фракция во главе с Евгением Петрушевичем приняла решение созвать во Львове Украинский национальный совет — парламент украинцев Австро-Венгрии. Совет провозгласил своей целью создание украинского государства на территории Галиции, Буковины и Закарпатья. Это послужило началом противостояния поляков и украинцев в Галиции.;X;;;;;;;;;;;
EVTOPTA95257;Ладно;X;;;;;;;;;;;
EVTNAME95258;Независимость Хорватии;X;;;;;;;;;;;
EVTDESC95258;Кризис в нашей империи принял катастрофические масштабы, хорваты объявили о своей независимости;X;;;;;;;;;;;
EVTOPTA95258;Мы нечего не можем поделать;X;;;;;;;;;;;
EVTNAME95259;Независимость Хорватии;X;;;;;;;;;;;
EVTDESC95259;Кризис в нашей империи принял катастрофические масштабы, хорваты объявили о своей независимости;X;;;;;;;;;;;
EVTOPTA95259;Мы нечего не можем поделать;X;;;;;;;;;;;
EVTNAME95260;Государство Словенцев, Хорватов и Сербов;X;;;;;;;;;;;
EVTDESC95260;Государство Словенцев, Хорватов и Сербов (ГСХС) - государственное образование, возникшее на Балканском полуострове после распада Австро-Венгрии. Возникло в результате объединения Королевства Хорватия и Славония, Королевства Далмация, Боснии и Герцеговины и Крайны в единое государство 29 октября 1918 года. 1 декабря того же года государство объединилось с Королевством Сербия, создав тем самым Югославию.;X;;;;;;;;;;;
EVTOPTA95260;Ладно;X;;;;;;;;;;;
EVTNAME95261;Государство Словенцев, Хорватов и Сербов;X;;;;;;;;;;;
EVTDESC95261;Государство Словенцев, Хорватов и Сербов (ГСХС) - государственное образование, возникшее на Балканском полуострове после распада Австро-Венгрии. Возникло в результате объединения Королевства Хорватия и Славония, Королевства Далмация, Боснии и Герцеговины и Крайны в единое государство 29 октября 1918 года. 1 декабря того же года государство объединилось с Королевством Сербия, создав тем самым Югославию.;X;;;;;;;;;;;
EVTOPTA95261;Ладно;X;;;;;;;;;;;
yugoslav_union_title;Королевство сербов, хорватов и словенцев;X;;;;;;;;;;;
yugoslav_union_desc;Югославия была этатистской идеей среди южных славян, которая подразумевала создание единого государства, объединяющего все славянские народы Балкан (за исключением Болгарии). Идея была осуществлена в 1918 году после распада Австро-Венгерской империи и при создании Королевства Сербов, Хорватов и Словенцев.;X;;;;;;;;;;;
EVTNAME95161;Независимая Польша;X;;;;;;;;;;;
EVTDESC95161;16 марта 1917 года Временное правительство признаёт независимость Польши при условии заключения с Россией «свободного военного союза».;X;;;;;;;;;;;
EVTOPTA95161;Ладно;X;;;;;;;;;;;
EVTNAME95162;Независимая Финляндия;X;;;;;;;;;;;
EVTDESC95162;В 1917 году после Февральской революция и падения самодержавия в России власть перешла к Временному правительству, которое пошло навстречу общественному мнению. В Финляндии был обнародован манифест, отменявший все меры интеграции, осуществлявшейся с 1899 года.Однако закон о восстановлении автономных прав Финляндии был отклонен Временным правительством, сейм распущен, а его здание заняли российские войска. Но находившиеся в Великом княжестве части российской армии уже не имели контроля над ситуацией. Полиция была распущена и перестала поддерживать порядок. К лету 1917 года идея независимости получила значительное распростанение. Октябрьская революция 1917 года, свергнувшая Временное правительство, позволила Финскому сенату 4 декабря 1917 года подписать Декларацию независимости Финляндии, которая была одобрена парламентом 6 декабря. Таким образом, была провозглашена независимость Финляндии, которая была одновременно объявлена республикой.;X;;;;;;;;;;;
EVTOPTA95162;Ладно;X;;;;;;;;;;;
EVTNAME95163;Распад империи;X;;;;;;;;;;;
EVTDESC95163;Февральской революция привела к заметному усилению сепаратизма. Временное правительство не в силах удержать национальные окраины империи, в результате чего некоторые области провозгласили независимость;X;;;;;;;;;;;
EVTOPTA95163;Ладно;X;;;;;;;;;;;
EVTNAME95164;Украинская Советская Социалистическая Республика;X;;;;;;;;;;;
EVTDESC95164;"10 марта 1919, в разгар гражданской войны большевиками была провозглашена самостоятельная Украинская Советская Социалистическая Республика (УССР; первоначально Украинская Социалистическая Советская Республика), находящаяся в военном союзе с РСФСР.";X;;;;;;;;;;;
EVTOPTA95164;Слава Ленину!;X;;;;;;;;;;;
EVTNAME95165;Белорусская  Советская Социалистическая Республика;X;;;;;;;;;;;
EVTDESC95165;После освобождения Красной Армией значительной части территории Белоруссии, 31 июля 1920 года образуется Белорусская Социалистическая Советская Республика, переименованная после создания СССР в 1922 году в Белорусскую Советскую Социалистическую Республику (БССР).;X;;;;;;;;;;;
EVTOPTA95165;Слава Ленину!;X;;;;;;;;;;;
EVTNAME95184;Королевство Румыния;X;;;;;;;;;;;
EVTDESC95184;9 мая 1877 года парламент провозгласил полную независимость Румынии. Согласно с решением Берлинского конгресса 1878 Румыния получала международное признание как самостоятельное государство. По этому же договору, Россия вновь занимала южные районы Бессарабии, однако взамен Румыния получала Северную Добруджу с Констанцией, которая до сих пор принадлежала Турции. В 1881 году Румыния была провозглашена королевством.;X;;;;;;;;;;;
EVTOPTA95184;Плохо!;X;;;;;;;;;;;
EVTNAME95262;Трансильвания;X;;;;;;;;;;;
EVTDESC95262;1 декабря 1918 года в ходе распада Австро-Венгрии, на съезде румын в городе Алба-Юлия делегатами было принято решение о вхождении ранее венгерской Трансильвании в состав королевства Румыния. Вхождение сепаратно настроенной по отношению к Венгрии Трансильвании в состав Румынии, социалистический переворот в самой Венгрии, территориальные споры венгров и чехословаков привело к началу Чехословацко-венгерской войны. В 1919 году в Трансильвании открылся румынско-венгерский фронт, а уже летом того же года румыны достигли Будапешта. Социалистическое правительство в Венгрии пало, а после подписания Трианонского договора, в котором документально закреплялись распад Австро-Венгрии и поражение Венгрии в Первой мировой войне, Трансильвания окончательно вошла в состав Румынии.;X;;;;;;;;;;;
EVTOPTA95262;Плохо!;X;;;;;;;;;;;
EVTNAME95270;Разрыв унии;X;;;;;;;;;;;
EVTDESC95270;Поводом к распаду унии послужил т. н. консульский вопрос, заключавшийся во всё более настойчивых требованиях норвежцев иметь собственное консульство, и фактически полное равноправие со Швецией. В 1890-х годах к этим требованиям присоединились и консервативно-буржуазные круги Норвегии. Оскар II отказывался удовлетворить требования о собственном консульстве, что привело к глубоким разногласиям и правительственному кризису в Норвегии. В 1905 Стортинг единогласно проголосовал за создание норвежского консульского органа, что Оскар II опять-таки не одобрил. Вслед за этим Стортинг объявил, что король больше не может исполнять свой долг перед народом и расторг унию 7 июня 1905 года. 13 августа был проведён референдум, в котором за расторжение унии проголосовало 368 208, против 187 человек.;X;;;;;;;;;;;
EVTOPTA95270;Признать независимость Норвегии;X;;;;;;;;;;;
EVTOPTB95270;Выждать;X;;;;;;;;;;;
EVTOPTC95270;Мы должны подавить мятеж!;X;;;;;;;;;;;
IMP;Сторонники императора;X;;;;;;;;;;;
IMP_ADJ;Японск.;X;;;;;;;;;;;
TKG;Сегунат Токугава;X;;;;;;;;;;;
TKG_ADJ;Японск.;X;;;;;;;;;;;
kanagav_pacts_title;Канагавский договор;X;;;;;;;;;;;
kanagav_pacts_desc;Канагавский договор - договор, подписанный 31 марта 1854 года между США в лице коммодора Мэттью Перри и Японией. Договор открыл японские порты Симода и Хакодате для американской торговли, гарантировал обеспечение безопасности лиц, потерпевших кораблекрушение, и позволил США создать постоянное консульство. Это положило конец политической изоляции Японии, которая длилась двести лет;X;;;;;;;;;;;
EVTNAME95300;Конец Изоляции;X;;;;;;;;;;;
EVTDESC95300;В XIX веке Японии пришлось прервать свою добровольную изоляцию от всего мира, поскольку все более настойчивы были попытки западных стран наладить с ней отношения. Наиболее инициативными в этом отношении были США, нуждавшиеся в промежуточных стоянках по дороге в Китай, с которым они вели в то время оживленную торговлю. На первые мирные предложения американцев японцы ответили отказом, что привело к угрозе вооруженного нападения со стороны американских властей в 1853 году. Напуганное демонстрацией военной мощи Америки, японское правительство было вынуждено согласиться на все предъявляемые требования. В результате этого были подписаны многочисленные договоры с Америкой и с большинством стран Западной Европы. Японии эти договоры нанесли только вред, поскольку японцы были вынуждены принимать все условия торговли, навязываемые им извне. И без того не сильно развитая японская экономика не выдержала напора развитых капиталистических держав Запада и дала трещину. Резко ухудшилось положение крестьян и ремесленников, что породило многочисленные бунты, окончательно подорвавшие авторитет правящего клана Токугава.;X;;;;;;;;;;;
EVTOPTA95300;Может это и к лучшему;X;;;;;;;;;;;
EVTNAME95301;Сонно Дзеи;X;;;;;;;;;;;
EVTDESC95301;После заключения с западными государствами ряд неравноправных договоров, вмешательства этих государств во внутренние дела Японии и прибытие на острова иностранцев создало реальную угрозу колонизации страны. В ответ на нее в среде японских интеллектуалов и самураев возник общественно-политическое движение Сонно Дзеи. На фоне роста популярности этого движения, Император Японии, согласно законодательству традиционно выполнял лишь церемониальные функции, стал активно вмешиваться в политику. В 1863 году он приказал отменить все соглашения с «варварами», а их самих изгнать из страны. Отказ сёгуната выполнять Императорский указ еще больше дискредитировала самурайское правительство.;X;;;;;;;;;;;
EVTOPTA95301;Отлично!;X;;;;;;;;;;;
EVTNAME95302;Указ о реставрации Императорского правления;X;;;;;;;;;;;
EVTDESC95302;В конце 1867 года в Японии был издан «Указ о реставрации Императорского правления», в котором провозглашалась ликвидация сёгуната, устранение рода Токугава от управления страной и создания нового правительства во главе с императором Мэйдзи. 3 января 1868 года войска княжества Сацума, Тёсю и Тоса заняли Киото и получили контроль над императорским дворцом. 17 января 1868 года Ёсинобу заявил, что не признает этого указа, и попросил Императора отменить его. Сторонники Сёгуната Токугава и проимператорские силы вступили в открытый конфликт.;X;;;;;;;;;;;
EVTOPTA95302;Император является единоличным правителем!;X;;;;;;;;;;;
EVTNAME95303;Война Босин;X;;;;;;;;;;;
EVTDESC95303;Противостояние между сёгунатом и реформистским проимператорским движением «Сонно Дзёи» продолжалось годы. В ноябре 1866 император Мэйдзи дал свою санкцию двум мятежным княжествам Сацума и Тёсю на свержение власти сёгуната, однако правящий сёгун Токугава Ёсинобу ловко обошёл это препятствие, отказавшись от своего поста (но не от своей власти) на следующий день. Положение обострилось 3 января 1868, когда император Мэйдзи провозгласил реставрацию всей полноты императорской власти. Через семь дней, после того, как сёгун Токугава Ёсинобу объявил о том, что императорская декларация «незаконна», началась война.;X;;;;;;;;;;;
EVTOPTA95303;За императора!;X;;;;;;;;;;;
EVTNAME95304;Реставрация Мэйдзи;X;;;;;;;;;;;
EVTDESC95304;В 1866—1869 лидерам княжеств Сацума и Тёсю удалось свергнуть власть Сёгуната Токугава и восстановить императорское правление. В результате этих событий, известных как Реставрация Мэйдзи, была разрушена феодальная структура, и Япония встала на капиталистический путь развития.;X;;;;;;;;;;;
