######################################################################################################################;;;
#Scenario;;;
######################################################################################################################;;;
NIG_fascist;Фашистская партия;X;
NIG_anarcho_liberal;Радикальная партия;X;
RWA;Руанда;X;
RWA_ADJ;Руандск.;X;
RWA_liberal;Либеральная партия;X;
RWA_conservative;Консервативная партия;X;
RWA_socialist;Социалистическая партия;X;
RWA_communist;Коммунистическая партия;X;
RWA_reactionary;Реакционная партия;X;
RWA_fascist;Фашистская партия;X;
RWA_anarcho_liberal;Радикальная партия;X;
SLE;Сьерра-Леоне;X;
SLE_ADJ;Сьерра-Леонск.;X;
SLE_liberal;Либеральная партия;X;
SLE_conservative;Консервативная партия;X;
SLE_socialist;Социалистическая партия;X;
SLE_communist;Коммунистическая партия;X;
SLE_reactionary;Реакционная партия;X;
SLE_fascist;Фашистская партия;X;
SLE_anarcho_liberal;Радикальная партия;X;
SNG;Сенегал;X;
SNG_ADJ;Сенегальск.;X;
SNG_liberal;Либеральная партия;X;
SNG_conservative;Консервативная партия;X;
SNG_socialist;Социалистическая партия;X;
SNG_communist;Коммунистическая партия;X;
SNG_reactionary;Реакционная партия;X;
SNG_fascist;Фашистская партия;X;
SNG_anarcho_liberal;Радикальная партия;X;
SOM;Сомали;X;
SOM_ADJ;Сомалийск.;X;
SOM_liberal;Либеральная партия;X;
SOM_conservative;Консервативная партия;X;
SOM_socialist;Социалистическая партия;X;
SOM_communist;Коммунистическая партия;X;
SOM_reactionary;Реакционная партия;X;
SOM_fascist;Фашистская партия;X;
SOM_anarcho_liberal;Радикальная партия;X;
TNZ;Танзания;X;
TNZ_ADJ;Танзанск.;X;
TNZ_liberal;Либеральная партия;X;
TNZ_conservative;Консервативная партия;X;
TNZ_socialist;Социалистическая партия;X;
TNZ_communist;Коммунистическая партия;X;
TNZ_reactionary;Реакционная партия;X;
TNZ_fascist;Фашистская партия;X;
TNZ_anarcho_liberal;Радикальная партия;X;
TOG;Того;X;
TOG_ADJ;Тоголезск.;X;
TOG_liberal;Либеральная партия;X;
TOG_conservative;Консервативная партия;X;
TOG_socialist;Социалистическая партия;X;
TOG_communist;Коммунистическая партия;X;
TOG_reactionary;Реакционная партия;X;
TOG_fascist;Фашистская партия;X;
TOG_anarcho_liberal;Радикальная партия;X;
TSW;Ботсвана;X;
TSW_ADJ;Ботсванск.;X;
TSW_liberal;Либеральная партия;X;
TSW_conservative;Консервативная партия;X;
TSW_socialist;Социалистическая партия;X;
TSW_communist;Коммунистическая партия;X;
TSW_reactionary;Реакционная партия;X;
TSW_fascist;Фашистская партия;X;
TSW_anarcho_liberal;Радикальная партия;X;
ZAM;Северная Родезия;X;
ZAM_ADJ;Северородезийск.;X;
ZAM_liberal;Либеральная партия;X;
ZAM_conservative;Консервативная партия;X;
ZAM_socialist;Социалистическая партия;X;
ZAM_communist;Коммунистическая партия;X;
ZAM_reactionary;Реакционная партия;X;
ZAM_fascist;Фашистская партия;X;
ZAM_anarcho_liberal;Радикальная партия;X;
MAU;Мавритания;X;
MAU_ADJ;Мавританск.;X;
MAU_liberal;Либеральная партия;X;
MAU_conservative;Консервативная партия;X;
MAU_socialist;Социалистическая партия;X;
MAU_communist;Коммунистическая партия;X;
MAU_reactionary;Реакционная партия;X;
MAU_fascist;Фашистская партия;X;
MAU_anarcho_liberal;Радикальная партия;X;
NAM;Намибия;X;
NAM_ADJ;Намибийск.;X;
NAM_liberal;Либеральная партия;X;
NAM_conservative;Консервативная партия;X;
NAM_socialist;Социалистическая партия;X;
NAM_communist;Коммунистическая партия;X;
NAM_reactionary;Реакционная партия;X;
NAM_fascist;Фашистская партия;X;
NAM_anarcho_liberal;Радикальная партия;X;
RHV;Верхняя Вольта;X;
RHV_ADJ;Верхневольтск.;X;
RHV_liberal;Либеральная партия;X;
RHV_conservative;Консервативная партия;X;
RHV_socialist;Социалистическая партия;X;
RHV_communist;Коммунистическая партия;X;
RHV_reactionary;Реакционная партия;X;
RHV_fascist;Фашистская партия;X;
RHV_anarcho_liberal;Радикальная партия;X;
GAN;Гана;X;
GAN_ADJ;Ганск.;X;
GAN_liberal;Либеральная партия;X;
GAN_conservative;Консервативная партия;X;
GAN_socialist;Социалистическая партия;X;
GAN_communist;Коммунистическая партия;X;
GAN_reactionary;Реакционная партия;X;
GAN_fascist;Фашистская партия;X;
GAN_anarcho_liberal;Радикальная партия;X;
EQG;Экваториальная Гвинея;X;
EQG_ADJ;Экваториальн.;X;
EQG_liberal;Либеральная партия;X;
EQG_conservative;Консервативная партия;X;
EQG_socialist;Социалистическая партия;X;
EQG_communist;Коммунистическая партия;X;
EQG_reactionary;Реакционная партия;X;
EQG_fascist;Фашистская партия;X;
EQG_anarcho_liberal;Радикальная партия;X;
GBS;Гвинея-Биссау;X;
GBS_ADJ;Гвинея-Биссау;X;
GBS_liberal;Либеральная партия;X;
GBS_conservative;Консервативная партия;X;
GBS_socialist;Социалистическая партия;X;
GBS_communist;Коммунистическая партия;X;
GBS_reactionary;Реакционная партия;X;
GBS_fascist;Фашистская партия;X;
GBS_anarcho_liberal;Радикальная партия;X;
DJI;Джибути;X;
DJI_ADJ;Джибутск.;X;
DJI_liberal;Либеральная партия;X;
DJI_conservative;Консервативная партия;X;
DJI_socialist;Социалистическая партия;X;
DJI_communist;Коммунистическая партия;X;
DJI_reactionary;Реакционная партия;X;
DJI_fascist;Фашистская партия;X;
DJI_anarcho_liberal;Радикальная партия;X;
CGO;Конго;X;
CGO_ADJ;Конго;X;
CGO_liberal;Либеральная партия;X;
CGO_conservative;Консервативная партия;X;
CGO_socialist;Социалистическая партия;X;
CGO_communist;Коммунистическая партия;X;
CGO_reactionary;Реакционная партия;X;
CGO_fascist;Фашистская партия;X;
CGO_anarcho_liberal;Радикальная партия;X;
FWI;Вест-Индская федерация;X;
FWI_ADJ;Вест-Индск.;X;
FWI_liberal;Либеральная партия;X;
FWI_conservative;Консервативная партия;X;
FWI_socialist;Социалистическая партия;X;
FWI_communist;Коммунистическая партия;X;
FWI_reactionary;Реакционная партия;X;
FWI_fascist;Фашистская партия;X;
FWI_anarcho_liberal;Радикальная партия;X;
SIA_prussian_constitutionalism;Тайланд;X;
SIA_hms_government;Тайланд;X;
SIA_democracy;Тайланд;X;
SIA_presidential_dictatorship;Тайланд;X;
SIA_proletarian_dictatorship;Тайланд;X;
DAI_prussian_constitutionalism;Вьетнам;X;
DAI_hms_government;Вьетнам;X;
DAI_democracy;Вьетнам;X;
DAI_presidential_dictatorship;Вьетнам;X;
DAI_proletarian_dictatorship;Вьетнам;X;
LUA_prussian_constitutionalism;Лаос;X;
LUA_hms_government;Лаос;X;
LUA_democracy;Лаос;X;
LUA_presidential_dictatorship;Лаос;X;
LUA_proletarian_dictatorship;Лаос;X;
INO;Индонезия;X;
INO_ADJ;Индонезийск.;X;
INO_liberal;Либеральная партия;X;
INO_conservative;Консервативная партия;X;
INO_socialist;Социалистическая партия;X;
INO_communist;Коммунистическая партия;X;
INO_reactionary;Реакционная партия;X;
INO_fascist;Фашистская партия;X;
INO_anarcho_liberal;Радикальная партия;X;
MLY;Малайзия;X;
MLY_ADJ;Малайск.;X;
MLY_liberal;Либеральная партия;X;
MLY_conservative;Консервативная партия;X;
MLY_socialist;Социалистическая партия;X;
MLY_communist;Коммунистическая партия;X;
MLY_reactionary;Реакционная партия;X;
MLY_fascist;Фашистская партия;X;
MLY_anarcho_liberal;Радикальная партия;X;
JOR;Иордания;X;
JOR_ADJ;Иорданск.;X;
JOR_liberal;Либеральная партия;X;
JOR_conservative;Консервативная партия;X;
JOR_socialist;Социалистическая партия;X;
JOR_communist;Коммунистическая партия;X;
JOR_reactionary;Реакционная партия;X;
JOR_fascist;Фашистская партия;X;
JOR_anarcho_liberal;Радикальная партия;X;
LBN;Ливан;X;
LBN_ADJ;Ливанск.;X;
LBN_liberal;Либеральная партия;X;
LBN_conservative;Консервативная партия;X;
LBN_socialist;Социалистическая партия;X;
LBN_communist;Коммунистическая партия;X;
LBN_reactionary;Реакционная партия;X;
LBN_fascist;Фашистская партия;X;
LBN_anarcho_liberal;Радикальная партия;X;
PLS;Палестина;X;
PLS_ADJ;Палестинск.;X;
PLS_liberal;Либеральная партия;X;
PLS_conservative;Консервативная партия;X;
PLS_socialist;Социалистическая партия;X;
PLS_communist;Коммунистическая партия;X;
PLS_reactionary;Реакционная партия;X;
PLS_fascist;Фашистская партия;X;
PLS_anarcho_liberal;Радикальная партия;X;
UAE;ОАЭ;X;
UAE_ADJ;Арабск.;X;
UAE_liberal;Либеральная партия;X;
UAE_conservative;Консервативная партия;X;
UAE_socialist;Социалистическая партия;X;
UAE_communist;Коммунистическая партия;X;
UAE_reactionary;Реакционная партия;X;
UAE_fascist;Фашистская партия;X;
UAE_anarcho_liberal;Радикальная партия;X;
BHR;Бахрейн;X;
BHR_ADJ;Бахрейнск.;X;
BHR_liberal;Либеральная партия;X;
BHR_conservative;Консервативная партия;X;
BHR_socialist;Социалистическая партия;X;
BHR_communist;Коммунистическая партия;X;
BHR_reactionary;Реакционная партия;X;
BHR_fascist;Фашистская партия;X;
BHR_anarcho_liberal;Радикальная партия;X;
QAT;Катар;X;
QAT_ADJ;Катарск.;X;
QAT_liberal;Либеральная партия;X;
QAT_conservative;Консервативная партия;X;
QAT_socialist;Социалистическая партия;X;
QAT_communist;Коммунистическая партия;X;
QAT_reactionary;Реакционная партия;X;
QAT_fascist;Фашистская партия;X;
QAT_anarcho_liberal;Радикальная партия;X;
JSH;Джебель-Шаммар;X;
JSH_ADJ;Джебель-Шаммарск.;X;
JSH_liberal;Либеральная партия;X;
JSH_conservative;Консервативная партия;X;
JSH_socialist;Социалистическая партия;X;
JSH_communist;Коммунистическая партия;X;
JSH_reactionary;Реакционная партия;X;
JSH_fascist;Фашистская партия;X;
JSH_anarcho_liberal;Радикальная партия;X;
DUB;Дубаи;X;
DUB_ADJ;Дубаиск.;X;
DUB_liberal;Либеральная партия;X;
DUB_conservative;Консервативная партия;X;
DUB_socialist;Социалистическая партия;X;
DUB_communist;Коммунистическая партия;X;
DUB_reactionary;Реакционная партия;X;
DUB_fascist;Фашистская партия;X;
DUB_anarcho_liberal;Радикальная партия;X;
FUJ;Эль-Фуджайра;X;
FUJ_ADJ;Эль-Фуджайрск.;X;
FUJ_liberal;Либеральная партия;X;
FUJ_conservative;Консервативная партия;X;
FUJ_socialist;Социалистическая партия;X;
FUJ_communist;Коммунистическая партия;X;
FUJ_reactionary;Реакционная партия;X;
FUJ_fascist;Фашистская партия;X;
FUJ_anarcho_liberal;Радикальная партия;X;
RAK;Рас-эль-Хайма;X;
RAK_ADJ;Хайманск.;X;
RAK_liberal;Либеральная партия;X;
RAK_conservative;Консервативная партия;X;
RAK_socialist;Социалистическая партия;X;
RAK_communist;Коммунистическая партия;X;
RAK_reactionary;Реакционная партия;X;
RAK_fascist;Фашистская партия;X;
RAK_anarcho_liberal;Радикальная партия;X;
UAQ;Умм-эль-Кайвайн;X;
UAQ_ADJ;Умм-эль-Кайвайнск.;X;
UAQ_liberal;Либеральная партия;X;
UAQ_conservative;Консервативная партия;X;
UAQ_socialist;Социалистическая партия;X;
UAQ_communist;Коммунистическая партия;X;
UAQ_reactionary;Реакционная партия;X;
UAQ_fascist;Фашистская партия;X;
UAQ_anarcho_liberal;Радикальная партия;X;
SHA;Шарджа;X;
SHA_ADJ;Шарджанск.;X;
SHA_liberal;Либеральная партия;X;
SHA_conservative;Консервативная партия;X;
SHA_socialist;Социалистическая партия;X;
SHA_communist;Коммунистическая партия;X;
SHA_reactionary;Реакционная партия;X;
SHA_fascist;Фашистская партия;X;
SHA_anarcho_liberal;Радикальная партия;X;
GRL;Гренландия;X;
GRL_ADJ;Гренландск.;X;
GRL_liberal;Либеральная партия;X;
GRL_conservative;Консервативная партия;X;
GRL_socialist;Социалистическая партия;X;
GRL_communist;Коммунистическая партия;X;
GRL_reactionary;Реакционная партия;X;
GRL_fascist;Фашистская партия;X;
GRL_anarcho_liberal;Радикальная партия;X;
LPL;Рио-де-Ла-Плата;X;
LPL_ADJ;Ла-Платск.;X;
LPL_liberal;Либеральная партия;X;
LPL_conservative;Консервативная партия;X;
LPL_socialist;Социалистическая партия;X;
LPL_communist;Коммунистическая партия;X;
LPL_reactionary;Реакционная партия;X;
LPL_fascist;Фашистская партия;X;
LPL_anarcho_liberal;Радикальная партия;X;
MRT;Маратха;X;
MRT_ADJ;Маратхасск.;X;
MRT_liberal;Либеральная партия;X;
MRT_conservative;Консервативная партия;X;
MRT_socialist;Социалистическая партия;X;
MRT_communist;Коммунистическая партия;X;
MRT_reactionary;Реакционная партия;X;
MRT_fascist;Фашистская партия;X;
MRT_anarcho_liberal;Радикальная партия;X;
CHK;Тямпасак;X;
CHK_ADJ;Тямпасакск.;X;
CHK_liberal;Либеральная партия;X;
CHK_conservative;Консервативная партия;X;
CHK_socialist;Социалистическая партия;X;
CHK_communist;Коммунистическая партия;X;
CHK_reactionary;Реакционная партия;X;
CHK_fascist;Фашистская партия;X;
CHK_anarcho_liberal;Радикальная партия;X;
SUL;Сулу;X;
SUL_ADJ;Сулу.;X;
SUL_liberal;Либеральная партия;X;
SUL_conservative;Консервативная партия;X;
SUL_socialist;Социалистическая партия;X;
SUL_communist;Коммунистическая партия;X;
SUL_reactionary;Реакционная партия;X;
SUL_fascist;Фашистская партия;X;
SUL_anarcho_liberal;Радикальная партия;X;
CHA;Тямпа;X;
CHA_ADJ;Тямпск.;X;
CHA_liberal;Либеральная партия;X;
CHA_conservative;Консервативная партия;X;
CHA_socialist;Социалистическая партия;X;
CHA_communist;Коммунистическая партия;X;
CHA_reactionary;Реакционная партия;X;
CHA_fascist;Фашистская партия;X;
CHA_anarcho_liberal;Радикальная партия;X;
MEX_viceroy_government;Новая Испания;X;
SIG;Гогенцоллерн-Зигмаринген;X;
SIG_ADJ;Зигмарингенск.;X;
SIG_liberal;Либерально-демократическая партия;X;
SIG_conservative;Партия 'Центра';X;
SIG_socialist;Союз немецких рабочих обществ;X;
SIG_reactionary;Национальная партия;X;
SIG_anarcho_liberal;Радикальная рабочая партия;X;
SIG_communist;Коммунистическая рабочая партия;X;
SIG_fascist;НСДАП;X;
LAF;Южноамериканский Союз;X;
LAF_ADJ;Южноамериканск.;X;
LAF_liberal;Либеральная партия;X;
LAF_conservative;Консервативная партия;X;
LAF_socialist;Социалистическая партия;X;
LAF_communist;Коммунистическая партия;X;
LAF_reactionary;Реакционная партия;X;
LAF_fascist;Фашистская партия;X;
LAF_anarcho_liberal;Радикальная партия;X;
PBC;Конфедерация Перу и Боливии;X;
PBC_ADJ;Перу-боливийск.;X;
PBC_liberal;Либеральная партия;X;
PBC_conservative;Консервативная партия;X;
PBC_socialist;Социалистическая партия;X;
PBC_communist;Коммунистическая партия;X;
PBC_reactionary;Реакционная партия;X;
PBC_fascist;Фашистская партия;X;
PBC_anarcho_liberal;Радикальная партия;X;
USA_conservative_4;Федералистская партия;X;
USA_liberal_6;Демократическо-республиканская партия;X;
USA_liberal_7;Партия вигов;X;
GCO_conservative_3;Партия Симона Боливара;X;
LAL;Лос-Альтос;X;
LAL_ADJ;Лос-Альтск.;X;
LAL_liberal;Либеральная партия;X;
LAL_conservative;Консервативная партия;X;
LAL_socialist;Социалистическая партия;X;
LAL_communist;Коммунистическая партия;X;
LAL_reactionary;Реакционная партия;X;
LAL_fascist;Фашистская партия;X;
LAL_anarcho_liberal;Радикальная партия;X;
SNR;Сеннар;X;
SNR_ADJ;Сеннарск.;X;
SNR_liberal;Либеральная партия;X;
SNR_conservative;Консервативная партия;X;
SNR_socialist;Социалистическая партия;X;
SNR_communist;Коммунистическая партия;X;
SNR_reactionary;Реакционная партия;X;
SNR_fascist;Фашистская партия;X;
SNR_anarcho_liberal;Радикальная партия;X;
CLR;Русская Колумбия;X;
CLR_proletarian_dictatorship;Колумбийская ССР;X;
CLR_ADJ;Русско-колумбийск.;X;
CLR_liberal;Либеральная партия;X;
CLR_conservative;Консервативная партия;X;
CLR_socialist;Социалистическая партия;X;
CLR_communist;Коммунистическая партия;X;
CLR_reactionary;Реакционная партия;X;
CLR_fascist;Фашистская партия;X;
CLR_anarcho_liberal;Радикальная партия;X;
PER_prussian_constitutionalism;Иран;X;
PER_prussian_constitutionalism_ADJ;Иранск.;X;
PER_hms_government;Иран;X;
PER_hms_government_ADJ;Иранск.;X;
TGA;Тонга;X;
TGA_ADJ;Тонганск.;X;
TGA_liberal;Либеральная партия;X;
TGA_conservative;Консервативная партия;X;
TGA_socialist;Социалистическая партия;X;
TGA_communist;Коммунистическая партия;X;
TGA_reactionary;Реакционная партия;X;
TGA_fascist;Фашистская партия;X;
TGA_anarcho_liberal;Радикальная партия;X;
######################################################################################################################;;;
# Provinces & States;;;
######################################################################################################################;;;
ugrian_people;Финно-угры;X;
jew_culture_group;Евреи;X;
south_caucasian;Южные кавказцы;X;
far_east_asian;Дальневосточная культурная группа;X;
abkhazian;Абхазцы;X;
avar;Авары;X;
circassian;Черкесы;X;
chechen;Чеченцы;X;
dargin;Даргинцы;X;
ingush;Ингуши;X;
kumyk;Кумыки;X;
lezgian;Лезгины;X;
lak;Лакцы;X;
nogais;Ногайцы;X;
ossetians;Осетины;X;
tabasaran;Табасараны;X;
kalmyk;Калмыки;X;
bashkir;Башкиры;X;
chuvash;Чуваши;X;
evenk;Эвенки;X;
nenets;Ненцы;X;
koryak;Коряки;X;
tuvan;Тувинцы;X;
chukchi;Чукчи;X;
buryat;Буряты;X;
altay;Алтайцы;X;
crimean_tatar;Крымские татары;X;
karelian;Карелы;X;
mari;Марийцы;X;
mordvin;Мордва;X;
udmurt;Удмурты;X;
komi;Коми;X;
vepsian;Вепсы;X;
english;Англичане;X;
scottish;Шотландцы;X;
welsh;Валлийцы;X;
karakalpak;Каракалпаки;X;
rusyns;Русины;X;
######################################################################################################################;;;
# Provinces & States;;;
######################################################################################################################;;;
PROV3249;Ахульго;X;
PROV3250;Чанли;X;
PROV3251;Шатой;X;
PROV3252;Башлы;X;
PROV3253;Таман;X;
PROV3254;Тунляо;X;
PROV3255;Майкоп;X;
PROV3256;Юг Каспия;X;
PROV3257;Кисловодск;X;
PROV3258;Моздок;X;
PROV3259;Саранск;X;
PROV3260;Сумы;X;
PROV3261;Кременчуг;X;
PROV3262;Прилуки;X;
PROV3263;Сан-Марино;X;
PROV3264;Андорра;X;
PROV3265;Лихтенштейн;X;
PROV3266;Порт-Жантиль;X;
PROV3267;Битам;X;
PROV3268;Сембе;X;
PROV3269;Макуа;X;
PROV3270;Бома;X;
PROV3271;Нджамена;X;
PROV3272;Мусандам;X;
PROV3273;Фуджайра;X;
PROV3274;Антарктид;X;
PROV3275;Умм-эль-Кайвайн;X;
PROV3276;Шарджа;X;
PROV3277;Мауи;X;
PROV3278;Оаху;X;
PROV3279;Кауаи;X;
JAP_1088;Эзо;X;
JAP_1672;Тохоку;X;
JAP_1649;Канто;X;
JAP_1675;Тюбу;X;
JAP_1655;Кансай;X;
JAP_1654;Острова Бонин;X;
JAP_1660;Кюсю;X;
JAP_1665;Сикоку;X;
JAP_1640;Тюгоку;X;
TIB_1587;Восточные Гималаи;X;
NEP_1326;Западные Гималаи;X;
JAP_1086;Сахалин;X;
CHI_1082;Хайшенвей;X;
CHI_1477;Северный Анхой;X;
CHI_1470;Южный Анхой;X;
CHI_1479;Фэнтянь;X;
CHI_1482;Фуцзянь;X;
CHI_1485;Формоза;X;
CHI_1490;Ганьсу;X;
CHI_1499;Хайнань;X;
CHI_1493;Кантон;X;
CHI_1504;Гуанси;X;
CHI_1505;Гуйчжоу;X;
CHI_1510;Западный Хэнань;X;
CHI_1508;Восточный Хэнань;X;
CHI_1519;Западный Хубэй;X;
CHI_1522;Восточный Хубэй;X;
CHI_1526;Восточный Хунань;X;
CHI_1524;Западный Хунань;X;
CHI_1532;Внутренняя Монголия;X;
CHI_1547;Южный Цзянси;X;
CHI_1545;Северный Цзянси;X;
CHI_1552;Хэйлунцзян;X;
CHI_1557;Цинхай;X;
CHI_1559;Шэньси;X;
CHI_1565;Восточный Шаньдун;X;
CHI_1563;Западный Шаньдун;X;
CHI_1572;Шаньси;X;
CHI_1579;Восточный Сычуань;X;
CHI_1578;Западный Сычуань;X;
CHI_1594;Кашгар;X;
CHI_1600;Урумчи;X;
CHI_1601;Юннань;X;
CHI_1610;Южный Чжэцзян;X;
CHI_1604;Северный Чжэцзян;X;
CHI_1612;Пекин;X;
CHI_1616;Чжили;X;
CHI_1540;Северный Цзянсу;X;
CHI_2221;Южный Цзянсу;X;
CHI_1468;Улиастай;X;
CHI_1465;Урга;X;
ABU_1162;Бахрейн и Катар;X;
ABU_1167;Пиратский берег;X;
ANT_3274;Антрктида;X;
TUR_894;Адана;X;
ENG_1325;Мальдивы и Чагос;X;
######################################################################################################################;;;
# Terrain;;;
######################################################################################################################;;;
city_84;Холмистые сельхозугодья;X;
city_89;Холмистые сухие леса;X;
city_220;Лесные сельхозугодья;X;
city_232;Лесные сельхозугодья;X;
city_271;Маржинальные сельхозугодья;X;
city_300;Маржинальные сельхозугодья;X;
city_313;Холмистые сельхозугодья;X;
city_322;Горные сельхозугодья;X;
city_349;Горные сельхозугодья;X;
city_354;Горные сельхозугодья;X;
city_360;Хвойные леса;X;
city_372;Качественные сельхозугодья;X;
city_375;Качественные сельхозугодья;X;
city_387;Качественные сельхозугодья;X;
city_425;Качественные сельхозугодья;X;
city_549;Лесные сельхозугодья;X;
city_599;Холмистые сельхозугодья;X;
city_619;Качественные сельхозугодья;X;
city_641;Качественные сельхозугодья;X;
city_706;Маржинальные сельхозугодья;X;
city_749;Холмистые сельхозугодья;X;
city_754;Качественные сельхозугодья;X;
city_860;Лесные сельхозугодья;X;
city_958;Лесные сельхозугодья;X;
city_968;Маржинальные сельхозугодья;X;
city_978;Сухая степь;X;
city_994;Лесные сельхозугодья;X;
city_1008;Лесные сельхозугодья;X;
city_1090;Холмы;X;
city_1102;Холмы;X;
city_1750;Пойменные сельхозугодья;X;
city_2172;Холмистые сельхозугодья;X;
city_2336;Холмы;X;
good_farmland;Качественные сельхозугодья;X;
floodplain_farmland;Пойменные сельхозугодья;X;
marginal_farmland;Маржинальные сельхозугодья;X;
hilly_farmland;Холмистые сельхозугодья;X;
mountain_farmland;Горные сельхозугодья;X;
forested_farmland;Лесные сельхозугодья;X;
jungle_farmland;Тропические сельхозугодья;X;
temperate_grassland;Умеренная степь;X;
dry_grassland;Сухая степь;X;
hilly_grassland;Холмистая степь;X;
mountain_grassland;Горная степь;X;
semi_desert;Полупустыня;X;
semi_desert_hills;Холмистая полупустыня;X;
semi_desert_mountains;Горная полупустыня;X;
desert_hills;Холмистая пустыня;X;
desert_mountains;Горная пустыня;X;
dry_forest;Сухие леса;X;
dry_forest_hills;Холмистые сухие леса;X;
dry_forest_mountains;Горные сухие леса;X;
deciduous_forest;Лиственные леса;X;
deciduous_forest_hills;Холмистые лиственные леса;X;
deciduous_forest_mountains;Горные лиственные леса;X;
conifer_forest;Хвойные леса;X;
conifer_forest_hills;Холмистые хвойные леса;X;
conifer_forest_mountains;Горные хвойные леса;X;
boreal_forest;Тайга;X;
boreal_forest_hills;Холмистая тайга;X;
boreal_forest_mountains;Горная тайга;X;
jungle_hills;Холмистые джунгли;X;
jungle_mountains;Горные джунгли;X;
seasonal_jungle;Сезонные джунгли;X;
seasonal_jungle_hills;Холмистые сезонные джунгли;X;
seasonal_jungle_mountains;Горные сезонные джунгли;X;
cold_desert;Холодная пустыня;X;
cold_desert_hills;Холмистая холодная пустыня;X;
cold_desert_mountains;Горная холодная пустыня;X;
tundra;Тундра;X;
tundra_hills;Холмистая тундра;X;
tundra_mountains;Горная тундра;X;
boreal_marsh;Таежные болота;X;
swamp_jungle;Тропические болота;X;
######################################################################################################################;;;
# Governments;;;
######################################################################################################################;;;
military_clique;Военная клика;X;
military_clique_ruler;Генерал;X;
theocracy_government;Теократия;X;
theocracy_government_ruler;О, Великий;X;
occupation_zone;Оккупационная Зона;X;
occupation_zone_ruler;Генерал;X;
viceroy_government;Мятежное вице-королевство;;
viceroy_government_ruler;Генерал;X;
######################################################################################################################;;;
# Technologies & Inventions;;;
######################################################################################################################;;;
trench_warfare;Позиционная война;X;
napoleonic_thought;Донаполеоновская военная мысль;X;
caplock_rifles;Капсюльные ружья;X;
rapid-firing_field_guns;Скорострельные полевые орудия;X;
improved_communication_systems;Усовершенствованные системы связи;X;
military_academies;Военные академии;X;
joint-stock_companies;Акционерные общества;X;
bimetallism;Биметаллизм;X;
physiocracy;Физиократия;X;
state_mercantilism;Государственный меркантилизм;X;
division_of_labour;Разделение труда;X;
sentimentalism;Сентиментализм;X;
materialism;Материализм;X;
nihilism_i_anarchism;Нигилизм и анархизм;X;
constitutionalism_thought;Конституционализм;X;
fundamentals_of_psychology;Основы психологии;X;
experimental_steam_engine;Экспериментальный паровой двигатель;X;
manufactories;Мануфактуры;X;
ferrous_metallurgy;Черная металлургия;X;
animal-powered_railroad;Железная дорога на гужевой тяге;X;
thermodynamics;Термодинамика;X;
nelsonian_thought;Нельсоновская военная мысль;X;
steamers_with_paddle_wheel;Пароходы с гребным колесом;X;
marine_engineering_basics;Основы морской инженерии;X;X
marine_chronometers;Морские хронометры;X;
naval_academies;Военно-морские академии;X;
tank_attacks_doctrine;Доктрина танковых атак;X;
automatic_rifles;Автоматические винтовки;X;
rocket_artillery;Реактивная артиллерия;X;
nuclear_strategy;Ядерная стратегия;X;
second_great_war_experience;Опыт Второй мировой;X;
doctrine_of_submarine_warfare;Доктрина подводной войны;X;
turboshaft_sheeps;Газотурбинные корабли;X;
anti-aircraft_complex;Зенитные комплексы;X;X
navy_system_based;Система базирования;X;
modern_communication_system;Современные системы связи;X;
trust_company;Трастовые компании;X;
bretton_woods_system;Бреттон-Вудская система;X;
monetarism;Монетаризм;X;
the_world_market;Мировой рынок;X;
time_management;Управление временем;X;
the_avant_garde;Авангард;X;
mass_culture;Массовая культура;X;
postmodernism;Постмодернизм;X;
consumerism;Общество потребления;X;
global_policy;Глобальная политика;X;
cognitive_psychology;Когнитивная психология;X;
atom_energy;Энергия атома;X;
modern_automation;Современная автоматизация производства;X;
hydrometallurgy;Гидрометаллургия;X;
electrometallurgy;Электрометаллургия;X;
modern_infrastructure;Современная инфраструктура;X;
quantum_chemistry;Квантовая физика;X;
napoleonic_army_doctrine;Наполеоновская военная доктрина;X;
napoleonic_army_doctrine_desc;Наполеоновская военная доктрина;X;
caplock_rifle_armament;Капсюльное стрелковое вооружение;X;
caplock_rifle_armament_desc;Капсюль — устройство для воспламенения порохового заряда в огнестрельном оружии. Представляет собой стакан из мягкого металла с небольшим зарядом чувствительного к удару взрывчатого вещества, например гремучей ртути. Когда курок или ударник накалывает капсюль, этот заряд взрывается и создает форс пламени, поджигающий пороховой заряд. Капсюль является составной частью унитарного патрона или артиллерийского выстрела, он закрепляется в специальном углублении в донце гильзы. В оружии с капсюльным замком капсюль — отдельный компонент боезапаса, стрелок надевает его на брандтрубку, выступающую над затравочным отверстием ствола.;X;
practice_point_planning;Практика точечного планирования;X;
practice_point_planning_desc;Практика точечного планирования;X;
theory_of_mobilization_training;Теория мобилизационной подготовки;X;
theory_of_mobilization_training_desc;Мобилизационной подготовка - особый вид подготовки командных кадров, штабов, военных комиссариатов, других органов управления войсками. Представляет собой совокупность организационных и учебных мероприятий, направленных на повышение мобилизационной готовности войск и отработку действий при осуществлении войсковой мобилизации.;X;
communication_system;Система коммуникации;X;
communication_system_desc;Система коммуникации в армии.;X;
advanced_forager;Улучшеная фуражировка;X;
advanced_forager_desc;Фуражировка — сбор войсками, во время войны, различного рода жизненных припасов в населенных пунктах или в поле. В местах, занятых противником, называется форсированной; предпринимается только в крайних случаях и с сильным прикрытием.;
economic_man;Экономический человек;X;
